DEPARTAMENTO,MUNICIPIO,DEPTO,MUNICIPIO_CODE,DIVIPOLA
CUNDINAMARCA,BITUIMA,25,95,25095
CUNDINAMARCA,BOJACÁ,25,99,25099
CUNDINAMARCA,CABRERA,25,120,25120
CUNDINAMARCA,CACHIPAY,25,123,25123
CUNDINAMARCA,CAJICÁ,25,126,25126
CUNDINAMARCA,CAPARRAPÍ,25,148,25148
CUNDINAMARCA,CAQUEZA,25,151,25151
CUNDINAMARCA,CARMEN DE CARUPA,25,154,25154
CUNDINAMARCA,CHAGUANÍ,25,168,25168
CUNDINAMARCA,CHÍA,25,175,25175
CUNDINAMARCA,CHIPAQUE,25,178,25178
CUNDINAMARCA,CHOACHÍ,25,181,25181
CUNDINAMARCA,CHOCONTÁ,25,183,25183
CUNDINAMARCA,COGUA,25,200,25200
CUNDINAMARCA,COTA,25,214,25214
CUNDINAMARCA,CUCUNUBÁ,25,224,25224
CUNDINAMARCA,EL COLEGIO,25,245,25245
CUNDINAMARCA,EL PEÑÓN,25,258,25258
CUNDINAMARCA,EL ROSAL,25,260,25260
CUNDINAMARCA,FACATATIVÁ,25,269,25269
CUNDINAMARCA,FOMEQUE,25,279,25279
CUNDINAMARCA,FOSCA,25,281,25281
CUNDINAMARCA,FUNZA,25,286,25286
CUNDINAMARCA,FÚQUENE,25,288,25288
CUNDINAMARCA,FUSAGASUGÁ,25,290,25290
CUNDINAMARCA,GACHALA,25,293,25293
CUNDINAMARCA,GACHANCIPÁ,25,295,25295
CUNDINAMARCA,GACHETÁ,25,297,25297
CUNDINAMARCA,GAMA,25,299,25299
CUNDINAMARCA,GIRARDOT,25,307,25307
CUNDINAMARCA,GRANADA,25,312,25312
CUNDINAMARCA,GUACHETÁ,25,317,25317
CUNDINAMARCA,GUADUAS,25,320,25320
CUNDINAMARCA,GUASCA,25,322,25322
CUNDINAMARCA,GUATAQUÍ,25,324,25324
CUNDINAMARCA,GUATAVITA,25,326,25326
CUNDINAMARCA,GUAYABAL DE SIQUIMA,25,328,25328
CUNDINAMARCA,GUAYABETAL,25,335,25335
CUNDINAMARCA,GUTIÉRREZ,25,339,25339
CUNDINAMARCA,JERUSALÉN,25,368,25368
CUNDINAMARCA,JUNÍN,25,372,25372
CUNDINAMARCA,LA CALERA,25,377,25377
CUNDINAMARCA,LA MESA,25,386,25386
CUNDINAMARCA,LA PALMA,25,394,25394
CUNDINAMARCA,LA PEÑA,25,398,25398
CUNDINAMARCA,LA VEGA,25,402,25402
CUNDINAMARCA,LENGUAZAQUE,25,407,25407
CUNDINAMARCA,MACHETA,25,426,25426
CUNDINAMARCA,MADRID,25,430,25430
CUNDINAMARCA,MANTA,25,436,25436
CUNDINAMARCA,MEDINA,25,438,25438
CUNDINAMARCA,MOSQUERA,25,473,25473
CUNDINAMARCA,NARIÑO,25,483,25483
CUNDINAMARCA,NEMOCÓN,25,486,25486
CUNDINAMARCA,NILO,25,488,25488
CUNDINAMARCA,NIMAIMA,25,489,25489
CUNDINAMARCA,NOCAIMA,25,491,25491
CUNDINAMARCA,VENECIA,25,506,25506
CUNDINAMARCA,PACHO,25,513,25513
CUNDINAMARCA,PAIME,25,518,25518
CUNDINAMARCA,PANDI,25,524,25524
CUNDINAMARCA,PARATEBUENO,25,530,25530
CUNDINAMARCA,PASCA,25,535,25535
CUNDINAMARCA,PUERTO SALGAR,25,572,25572
CUNDINAMARCA,PULÍ,25,580,25580
CUNDINAMARCA,QUEBRADANEGRA,25,592,25592
CUNDINAMARCA,QUETAME,25,594,25594
CUNDINAMARCA,QUIPILE,25,596,25596
CUNDINAMARCA,APULO,25,599,25599
CUNDINAMARCA,RICAURTE,25,612,25612
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,25,645,25645
CUNDINAMARCA,SAN BERNARDO,25,649,25649
CUNDINAMARCA,SAN CAYETANO,25,653,25653
CUNDINAMARCA,SAN FRANCISCO,25,658,25658
CUNDINAMARCA,SAN JUAN DE RÍO SECO,25,662,25662
CUNDINAMARCA,SASAIMA,25,718,25718
CUNDINAMARCA,SESQUILÉ,25,736,25736
CUNDINAMARCA,SIBATÉ,25,740,25740
CUNDINAMARCA,SILVANIA,25,743,25743
CUNDINAMARCA,SIMIJACA,25,745,25745
CUNDINAMARCA,SOACHA,25,754,25754
CUNDINAMARCA,SOPÓ,25,758,25758
CUNDINAMARCA,SUBACHOQUE,25,769,25769
CUNDINAMARCA,SUESCA,25,772,25772
CUNDINAMARCA,SUPATÁ,25,777,25777
CUNDINAMARCA,SUSA,25,779,25779
CUNDINAMARCA,SUTATAUSA,25,781,25781
CUNDINAMARCA,TABIO,25,785,25785
CUNDINAMARCA,TAUSA,25,793,25793
CUNDINAMARCA,TENA,25,797,25797
CUNDINAMARCA,TENJO,25,799,25799
CUNDINAMARCA,TIBACUY,25,805,25805
CUNDINAMARCA,TIBIRITA,25,807,25807
CUNDINAMARCA,TOCAIMA,25,815,25815
CUNDINAMARCA,TOCANCIPÁ,25,817,25817
CUNDINAMARCA,TOPAIPÍ,25,823,25823
CUNDINAMARCA,UBALÁ,25,839,25839
CUNDINAMARCA,UBAQUE,25,841,25841
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,25,843,25843
CUNDINAMARCA,UNE,25,845,25845
CUNDINAMARCA,ÚTICA,25,851,25851
CUNDINAMARCA,VERGARA,25,862,25862
CUNDINAMARCA,VIANÍ,25,867,25867
CUNDINAMARCA,VILLAGÓMEZ,25,871,25871
CUNDINAMARCA,VILLAPINZÓN,25,873,25873
CUNDINAMARCA,VILLETA,25,875,25875
CUNDINAMARCA,VIOTÁ,25,878,25878
CUNDINAMARCA,YACOPÍ,25,885,25885
CUNDINAMARCA,ZIPACÓN,25,898,25898
CUNDINAMARCA,ZIPAQUIRÁ,25,899,25899
CHOCO,QUIBDÓ,27,1,27001
CHOCO,ACANDÍ,27,6,27006
CHOCO,ALTO BAUDO,27,25,27025
CHOCO,ATRATO,27,50,27050
CHOCO,BAGADÓ,27,73,27073
CHOCO,BAHÍA SOLANO,27,75,27075
CHOCO,BAJO BAUDÓ,27,77,27077
CHOCO,BELÉN DE BAJIRÁ,27,86,27086
CHOCO,BOJAYA,27,99,27099
CHOCO,EL CANTÓN DEL SAN PABLO,27,135,27135
CHOCO,CARMEN DEL DARIEN,27,150,27150
CHOCO,CÉRTEGUI,27,160,27160
